UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5489,L52668,L,302.7,312.2,1450.0,52.1,213.0,0,No Failure
9954,L57133,L,298.1,307.8,1565.0,35.3,119.0,0,No Failure
4667,M19526,M,303.3,311.5,1569.0,36.6,47.0,0,No Failure
9379,L56558,L,297.6,308.3,1816.0,28.8,106.0,0,No Failure
6018,L53197,L,300.8,310.9,1398.0,38.2,50.0,0,No Failure
6580,L53759,L,301.3,310.4,1501.0,41.6,192.0,0,No Failure
1560,L48739,L,298.2,308.3,1458.0,41.8,132.0,0,No Failure
9087,L56266,L,297.1,307.8,1428.0,43.7,179.0,0,No Failure
7374,L54553,L,299.6,310.1,1553.0,38.0,83.0,0,No Failure
3537,L50716,L,302.0,311.0,1632.0,34.2,18.0,0,No Failure
1802,M16661,M,298.0,307.5,1427.0,43.6,101.0,0,No Failure
327,L47506,L,297.7,308.5,1501.0,41.4,201.0,0,No Failure
4853,L52032,L,303.7,312.2,1619.0,34.9,92.0,0,No Failure
2931,H32344,H,300.7,309.6,1403.0,51.3,174.0,0,No Failure
2892,L50071,L,300.6,309.6,1682.0,30.7,78.0,1,Heat Dissipation Failure
2723,L49902,L,299.6,309.3,1558.0,34.8,115.0,0,No Failure
1036,L48215,L,296.4,307.4,1403.0,48.4,70.0,1,Failure
3532,M18391,M,301.9,310.9,1641.0,33.2,3.0,0,No Failure
4825,L52004,L,303.4,311.8,1499.0,45.0,16.0,0,No Failure
6489,L53668,L,300.7,309.8,1330.0,54.4,171.0,0,No Failure
9020,L56199,L,297.2,308.1,1662.0,31.3,0.0,0,No Failure
1867,M16726,M,298.1,307.9,1662.0,28.9,76.0,0,No Failure
4898,H34311,H,303.8,312.5,1525.0,38.0,209.0,0,No Failure
2799,L49978,L,300.3,309.6,1568.0,39.6,85.0,0,No Failure
3856,H33269,H,302.4,311.1,1578.0,32.3,196.0,1,Failure
2974,M17833,M,300.6,309.3,1510.0,46.0,87.0,0,No Failure
9305,L56484,L,298.3,309.1,1537.0,43.0,123.0,0,No Failure
9900,L57079,L,298.7,309.2,1586.0,31.4,180.0,0,No Failure
8179,L55358,L,299.7,311.2,1352.0,52.1,176.0,0,No Failure
774,L47953,L,296.8,308.0,1510.0,39.4,29.0,0,No Failure
4615,H34028,H,303.0,311.2,1503.0,37.0,152.0,0,No Failure
6563,M21422,M,301.5,310.7,1871.0,21.3,152.0,0,No Failure
8979,L56158,L,296.9,307.6,1435.0,45.0,119.0,0,No Failure
7228,L54407,L,299.7,309.6,1720.0,27.1,146.0,0,No Failure
9095,M23954,M,297.3,308.1,1370.0,58.8,199.0,0,No Failure
8949,M23808,M,297.4,308.3,1483.0,41.9,47.0,0,No Failure
7095,L54274,L,300.6,310.2,1447.0,45.9,17.0,0,No Failure
2355,L49534,L,299.3,308.6,1433.0,37.7,42.0,0,No Failure
9337,L56516,L,298.5,308.9,1725.0,31.9,205.0,0,No Failure
5393,L52572,L,302.8,312.2,1481.0,40.2,230.0,0,No Failure
45,M14904,M,298.8,309.1,1472.0,47.5,125.0,1,Failure
7619,M22478,M,300.5,311.4,1312.0,51.4,60.0,0,No Failure
7428,L54607,L,300.0,311.4,1634.0,31.9,0.0,0,No Failure
9851,M24710,M,298.5,309.3,1498.0,34.6,46.0,1,Failure
9787,M24646,M,298.7,309.6,1738.0,27.3,79.0,0,No Failure
2701,L49880,L,299.9,309.3,1473.0,40.4,59.0,1,Failure
3414,L50593,L,301.3,310.3,1560.0,36.3,129.0,0,No Failure
873,M15732,M,295.8,306.4,1335.0,51.7,69.0,0,No Failure
5263,L52442,L,303.4,312.8,1449.0,43.9,94.0,1,Failure
8194,L55373,L,299.5,310.8,1873.0,22.3,211.0,1,Failure
4561,L51740,L,302.7,310.7,1597.0,41.9,15.0,0,No Failure
4951,M19810,M,303.8,312.7,1919.0,20.2,131.0,0,No Failure
3120,L50299,L,300.1,309.4,1858.0,23.6,26.0,0,No Failure
8079,L55258,L,300.3,311.7,1571.0,31.2,123.0,0,No Failure
3567,L50746,L,301.8,310.6,1295.0,62.3,91.0,1,Tool Wear Failure
4553,M19412,M,302.7,310.5,1880.0,22.7,207.0,0,No Failure
2748,L49927,L,299.7,309.2,1616.0,31.6,175.0,1,Tool Wear Failure
6745,M21604,M,301.7,311.0,1298.0,58.1,168.0,0,No Failure
1362,M16221,M,298.6,310.1,1458.0,41.9,61.0,0,No Failure
6961,L54140,L,300.7,311.0,1413.0,52.0,91.0,0,No Failure
6998,M21857,M,300.6,310.7,1566.0,38.2,187.0,1,Failure
3737,H33150,H,302.2,311.1,1628.0,30.6,105.0,0,No Failure
6682,L53861,L,301.4,310.7,1425.0,45.1,7.0,0,No Failure
6931,M21790,M,300.9,311.5,1836.0,21.8,12.0,0,No Failure
7744,L54923,L,300.5,311.9,1710.0,28.4,158.0,0,No Failure
7460,L54639,L,300.0,311.5,1591.0,32.0,79.0,0,No Failure
6876,M21735,M,300.8,311.2,1592.0,32.9,82.0,0,No Failure
2801,M17660,M,300.2,309.5,1500.0,45.7,89.0,0,No Failure
473,M15332,M,297.4,309.0,1497.0,41.8,144.0,1,Heat Dissipation Failure
6258,L53437,L,301.1,310.7,1376.0,49.1,0.0,0,No Failure
1483,M16342,M,298.1,309.1,1448.0,52.5,150.0,0,No Failure
7358,L54537,L,299.6,310.1,1487.0,42.9,42.0,0,No Failure
7035,H36448,H,300.6,310.6,1830.0,26.2,78.0,0,No Failure
6656,L53835,L,301.4,310.3,1639.0,32.7,171.0,0,No Failure
5824,L53003,L,301.2,311.0,1544.0,39.3,217.0,0,No Failure
390,M15249,M,297.6,308.7,1408.0,54.8,147.0,0,No Failure
1587,M16446,M,298.3,308.4,1486.0,44.2,196.0,0,No Failure
9639,H39052,H,299.3,310.4,1393.0,44.9,162.0,0,No Failure
3193,M18052,M,300.1,309.2,1418.0,39.8,221.0,0,No Failure
1420,L48599,L,298.7,309.8,1354.0,53.3,212.0,0,No Failure
3193,M18052,M,300.1,309.2,1418.0,39.8,221.0,0,No Failure
4192,L51371,L,302.4,311.0,1317.0,59.4,179.0,0,No Failure
5237,L52416,L,303.8,313.1,1394.0,45.4,36.0,0,No Failure
6436,L53615,L,300.3,309.9,1621.0,34.1,36.0,0,No Failure
9043,M23902,M,297.3,308.4,1599.0,32.9,58.0,0,No Failure
4823,L52002,L,303.5,311.9,1565.0,38.9,12.0,0,No Failure
8495,L55674,L,298.3,309.5,1542.0,36.7,134.0,0,No Failure
253,L47432,L,298.0,308.2,1620.0,35.8,5.0,0,No Failure
4319,L51498,L,301.5,310.1,1541.0,42.2,52.0,1,Failure
3987,M18846,M,302.2,311.3,1577.0,29.8,112.0,0,No Failure
2819,L49998,L,300.2,309.5,1729.0,28.4,131.0,0,No Failure
6556,H35969,H,301.5,310.7,1394.0,46.7,130.0,0,No Failure
7589,L54768,L,300.4,311.1,2013.0,20.1,195.0,0,No Failure
1809,L48988,L,298.1,307.7,2567.0,12.8,125.0,0,No Failure
4987,L52166,L,303.7,312.9,1502.0,40.5,0.0,0,No Failure
2084,H31497,H,299.4,309.3,1743.0,28.2,0.0,0,No Failure
4962,L52141,L,303.9,312.7,1800.0,24.3,158.0,0,No Failure
7063,M21922,M,300.6,310.4,1407.0,51.1,157.0,0,No Failure
2863,L50042,L,300.6,309.5,1867.0,23.0,242.0,0,No Failure
8773,L55952,L,297.5,308.6,1621.0,28.9,0.0,0,No Failure
8228,M23087,M,299.1,310.4,1524.0,51.4,66.0,0,No Failure
8826,M23685,M,297.3,308.8,1548.0,41.3,140.0,0,No Failure
5385,M20244,M,302.9,312.4,1421.0,46.0,206.0,0,No Failure
387,L47566,L,297.6,308.7,1319.0,50.9,141.0,0,No Failure
5950,M20809,M,300.7,310.8,1506.0,44.0,97.0,0,No Failure
9371,H38784,H,297.7,308.4,1418.0,51.9,77.0,0,No Failure
7776,L54955,L,300.3,311.5,1663.0,33.6,38.0,0,No Failure
942,L48121,L,295.6,306.2,1650.0,28.2,35.0,0,No Failure
975,L48154,L,296.0,306.6,1511.0,35.2,119.0,0,No Failure
1339,L48518,L,298.6,310.1,1721.0,27.2,5.0,0,No Failure
6342,M21201,M,300.4,309.8,1421.0,47.2,0.0,0,No Failure
1488,L48667,L,298.2,309.1,1429.0,48.5,164.0,0,No Failure
2767,M17626,M,299.9,309.4,1889.0,26.0,6.0,0,No Failure
3241,L50420,L,300.9,309.5,1612.0,35.2,124.0,0,No Failure
5845,L53024,L,301.4,311.1,1462.0,37.1,41.0,0,No Failure
8175,L55354,L,299.9,311.3,1371.0,52.3,167.0,0,No Failure
1068,L48247,L,296.9,307.8,1466.0,45.7,153.0,0,No Failure
5678,L52857,L,302.3,311.8,1281.0,51.7,61.0,0,No Failure
7624,L54803,L,300.6,311.7,1734.0,29.9,72.0,0,No Failure
1867,M16726,M,298.1,307.9,1662.0,28.9,76.0,0,No Failure
5576,H34989,H,302.4,312.0,1477.0,39.7,18.0,0,No Failure
3170,M18029,M,300.4,309.6,1675.0,35.5,164.0,0,No Failure
6561,L53740,L,301.6,310.8,1961.0,21.8,148.0,0,No Failure
9788,H39201,H,298.6,309.5,1420.0,50.4,82.0,1,Failure
1732,M16591,M,298.3,307.9,1485.0,42.0,117.0,0,No Failure
5857,H35270,H,301.2,310.9,1598.0,35.9,71.0,0,No Failure
5642,L52821,L,302.6,312.1,1473.0,37.3,184.0,0,No Failure
7082,L54261,L,300.7,310.4,1366.0,52.6,205.0,0,No Failure
3793,L50972,L,302.3,310.9,1459.0,35.0,32.0,0,No Failure
5740,M20599,M,302.2,311.7,1653.0,31.4,2.0,0,No Failure
3534,L50713,L,302.0,311.0,1563.0,36.2,8.0,0,No Failure
7488,L54667,L,300.3,311.7,1707.0,33.6,158.0,0,No Failure
542,L47721,L,297.4,309.4,1296.0,52.3,96.0,0,No Failure
9327,L56506,L,298.6,309.3,1677.0,31.2,180.0,0,No Failure
6303,L53482,L,301.2,310.6,1437.0,51.2,112.0,0,No Failure
5341,L52520,L,303.5,312.7,1393.0,49.3,82.0,0,No Failure
918,L48097,L,295.3,305.7,1475.0,51.0,187.0,0,No Failure
6398,M21257,M,300.0,309.6,1587.0,32.6,152.0,0,No Failure
5775,L52954,L,301.5,311.1,1602.0,34.3,100.0,0,No Failure
1492,M16351,M,298.1,308.9,1353.0,46.2,173.0,0,No Failure
262,L47441,L,298.1,308.2,1654.0,32.1,25.0,0,No Failure
8080,L55259,L,300.2,311.5,1528.0,36.1,125.0,0,No Failure
5858,L53037,L,301.3,310.9,1760.0,23.9,76.0,0,No Failure
5920,L53099,L,300.6,310.3,1414.0,50.6,25.0,0,No Failure
4976,L52155,L,303.7,312.7,1426.0,45.5,192.0,0,No Failure
9223,M24082,M,297.9,309.0,1525.0,38.5,113.0,0,No Failure
4224,L51403,L,302.0,310.7,1657.0,31.9,37.0,0,No Failure
819,L47998,L,296.8,307.6,1304.0,48.7,142.0,1,Failure
2703,L49882,L,299.8,309.2,1760.0,25.9,63.0,0,No Failure
4187,M19046,M,302.2,310.6,1570.0,34.6,163.0,0,No Failure
636,L47815,L,298.3,310.0,1858.0,23.9,114.0,0,No Failure
4435,L51614,L,302.4,310.1,1556.0,32.9,132.0,0,No Failure
7305,L54484,L,300.1,310.5,1394.0,44.3,121.0,0,No Failure
4630,L51809,L,303.0,311.2,1735.0,26.1,194.0,0,No Failure
7620,L54799,L,300.6,311.5,1459.0,47.0,63.0,0,No Failure
8742,L55921,L,297.4,308.8,1538.0,41.2,126.0,1,Failure
1494,L48673,L,298.0,308.8,1496.0,44.9,179.0,1,Failure
7814,L54993,L,300.0,311.5,1455.0,41.7,130.0,0,No Failure
662,M15521,M,297.6,309.0,1427.0,45.6,179.0,0,No Failure
2702,L49881,L,299.9,309.2,1333.0,50.8,61.0,0,No Failure
8653,H38066,H,297.3,308.3,1461.0,41.5,108.0,0,No Failure
7629,L54808,L,300.5,311.7,1619.0,32.7,85.0,0,No Failure
8165,L55344,L,299.6,310.9,1472.0,40.9,137.0,0,No Failure
8034,L55213,L,300.7,311.9,1485.0,38.8,9.0,0,No Failure
691,H30104,H,297.6,309.0,1413.0,40.2,51.0,0,No Failure
7290,L54469,L,300.3,310.6,1433.0,53.8,86.0,0,No Failure
1506,L48685,L,298.0,308.7,1626.0,36.7,210.0,0,No Failure
6851,M21710,M,301.0,311.2,1521.0,35.8,13.0,0,No Failure
6086,L53265,L,300.9,310.6,1538.0,36.7,3.0,0,No Failure
2798,M17657,M,300.3,309.6,1398.0,53.7,82.0,0,No Failure
8219,L55398,L,299.1,310.5,1485.0,37.8,46.0,0,No Failure
1694,H31107,H,298.0,307.5,1683.0,27.8,26.0,0,No Failure
3985,L51164,L,302.3,311.3,1652.0,32.8,108.0,1,Failure
6049,M20908,M,300.9,311.0,1556.0,38.8,127.0,0,No Failure
8285,L55464,L,298.8,310.6,1651.0,33.3,0.0,0,No Failure
637,L47816,L,298.3,309.9,1463.0,43.9,116.0,0,No Failure
1744,M16603,M,298.5,308.0,1713.0,25.8,154.0,0,No Failure
5288,H34701,H,303.8,313.2,1506.0,46.9,154.0,0,No Failure
7649,L54828,L,300.4,311.4,1552.0,28.8,135.0,0,No Failure
4819,M19678,M,303.6,312.1,1967.0,20.9,2.0,0,No Failure
481,L47660,L,297.4,309.0,1583.0,32.0,166.0,0,No Failure
6261,L53440,L,301.1,310.7,1436.0,45.3,8.0,0,No Failure
6056,L53235,L,300.7,310.8,1475.0,42.0,147.0,0,No Failure
8526,L55705,L,298.3,309.4,1378.0,52.3,12.0,0,No Failure
4338,L51517,L,301.6,309.9,1440.0,43.4,100.0,0,No Failure
3675,L50854,L,302.2,311.5,1346.0,52.4,157.0,0,No Failure
3322,L50501,L,301.5,310.6,1522.0,41.0,114.0,0,No Failure
3202,L50381,L,300.2,309.1,1479.0,47.0,22.0,0,No Failure
4118,L51297,L,301.9,310.5,1340.0,55.7,204.0,0,No Failure
873,M15732,M,295.8,306.4,1335.0,51.7,69.0,0,No Failure
7827,L55006,L,299.8,311.1,1300.0,64.2,165.0,0,No Failure
6341,H35754,H,300.5,309.9,1397.0,45.9,210.0,0,No Failure
2290,L49469,L,299.4,308.7,1504.0,37.8,112.0,0,No Failure
8193,L55372,L,299.6,310.9,1229.0,65.2,209.0,0,No Failure
8574,L55753,L,297.6,308.4,1626.0,32.4,130.0,0,No Failure
1526,L48705,L,298.2,309.0,2449.0,13.8,45.0,0,No Failure
5377,H34790,H,302.8,312.3,1336.0,57.5,187.0,0,No Failure
9392,H38805,H,297.6,308.2,2071.0,18.5,144.0,0,No Failure
3748,L50927,L,302.5,311.1,1499.0,38.8,135.0,0,No Failure
4933,L52112,L,303.3,312.1,1418.0,44.7,83.0,0,No Failure
6366,M21225,M,299.9,309.5,1412.0,57.9,59.0,0,No Failure
2132,L49311,L,299.4,309.1,1432.0,45.4,137.0,1,Failure
5696,L52875,L,302.4,311.8,1451.0,42.0,110.0,0,No Failure
3123,L50302,L,300.0,309.3,1473.0,46.0,35.0,0,No Failure
6341,H35754,H,300.5,309.9,1397.0,45.9,210.0,0,No Failure
9502,L56681,L,299.3,310.3,1396.0,47.4,14.0,0,No Failure
9326,M24185,M,298.6,309.3,1510.0,40.8,177.0,0,No Failure
8325,M23184,M,298.7,309.5,1394.0,46.0,113.0,0,No Failure
8751,L55930,L,297.3,308.5,1764.0,30.8,148.0,0,No Failure
8734,M23593,M,297.3,308.7,1447.0,44.5,105.0,0,No Failure
346,L47525,L,297.5,308.3,1585.0,32.9,32.0,0,No Failure
1096,L48275,L,296.9,307.5,2721.0,9.3,18.0,0,No Failure
1268,M16127,M,298.1,309.6,1549.0,38.7,43.0,1,Power Failure
4052,L51231,L,301.8,310.8,1383.0,46.4,37.0,0,No Failure
7692,M22551,M,300.5,311.5,1370.0,56.1,7.0,0,No Failure
9447,H38860,H,298.1,308.9,1388.0,53.5,83.0,0,No Failure
3696,L50875,L,302.2,311.3,1530.0,37.3,207.0,0,No Failure
3253,L50432,L,301.1,309.7,1668.0,30.8,158.0,0,No Failure
3291,L50470,L,301.2,310.2,1385.0,42.3,42.0,0,No Failure
8484,L55663,L,298.3,309.4,1618.0,31.5,108.0,0,No Failure
801,M15660,M,297.0,307.9,1882.0,24.2,97.0,0,No Failure
9148,L56327,L,297.7,308.7,1688.0,27.2,125.0,0,No Failure
4822,L52001,L,303.5,311.9,1405.0,45.6,10.0,0,No Failure
7660,L54839,L,300.5,311.6,1528.0,42.4,163.0,0,No Failure
2265,M17124,M,299.2,308.4,1415.0,43.5,53.0,0,No Failure
2538,H31951,H,298.9,308.7,1353.0,48.1,79.0,0,No Failure
7491,M22350,M,300.4,311.8,1707.0,30.0,165.0,0,No Failure
1571,L48750,L,298.2,308.4,1452.0,43.5,158.0,0,No Failure
4263,L51442,L,302.6,311.0,2001.0,20.7,137.0,0,No Failure
3595,M18454,M,301.6,310.4,1452.0,45.7,164.0,0,No Failure
9045,L56224,L,297.4,308.4,1378.0,39.9,63.0,0,No Failure
595,H30008,H,297.6,309.6,1278.0,50.4,2.0,0,No Failure
7732,L54911,L,300.6,312.0,1566.0,30.1,128.0,0,No Failure
4887,L52066,L,303.8,312.5,1372.0,45.7,180.0,0,No Failure
8130,L55309,L,300.0,311.3,1520.0,39.2,43.0,0,No Failure
8336,M23195,M,299.0,309.8,2240.0,15.9,144.0,0,No Failure
5131,L52310,L,304.2,313.3,1668.0,35.7,180.0,0,No Failure
8960,L56139,L,297.3,308.0,1420.0,46.5,73.0,0,No Failure
888,H30301,H,295.7,306.2,2161.0,16.5,105.0,1,Overstrain Failure
5686,L52865,L,302.2,311.5,1482.0,45.6,87.0,0,No Failure
2083,H31496,H,299.4,309.2,1513.0,36.1,212.0,0,No Failure
933,L48112,L,295.6,306.0,1363.0,50.0,14.0,0,No Failure
7626,L54805,L,300.6,311.7,1556.0,34.9,76.0,1,Failure
1147,L48326,L,297.0,307.9,1529.0,42.2,157.0,0,No Failure
635,L47814,L,298.3,309.9,1507.0,41.6,112.0,0,No Failure
5837,L53016,L,301.2,311.1,1550.0,39.7,20.0,0,No Failure
1651,M16510,M,298.0,307.9,1417.0,51.0,137.0,0,No Failure
2919,M17778,M,300.6,309.5,1492.0,34.0,144.0,1,Failure
6412,M21271,M,300.4,310.0,1560.0,42.3,186.0,1,Failure
859,M15718,M,296.2,307.0,1516.0,37.6,25.0,0,No Failure
4709,L51888,L,303.4,311.7,1793.0,25.8,161.0,0,No Failure
5394,L52573,L,302.8,312.3,1473.0,42.6,232.0,1,Failure
3274,M18133,M,301.3,309.9,1565.0,36.0,213.0,0,No Failure
3891,L51070,L,302.3,311.2,1386.0,53.5,59.0,0,No Failure
4976,L52155,L,303.7,312.7,1426.0,45.5,192.0,0,No Failure
4459,L51638,L,302.6,310.4,1478.0,47.7,189.0,0,No Failure
1708,L48887,L,298.2,307.8,1439.0,41.6,62.0,0,No Failure
8163,L55342,L,299.6,311.0,1574.0,35.0,133.0,0,No Failure
6319,M21178,M,300.9,310.3,1416.0,50.9,152.0,1,Overstrain Failure
183,M15042,M,298.1,308.2,1342.0,48.1,54.0,0,No Failure
6847,M21706,M,301.2,311.5,1498.0,49.5,3.0,0,No Failure
8199,M23058,M,299.3,310.7,1374.0,48.9,222.0,1,Failure
1163,L48342,L,296.9,307.8,1400.0,57.1,202.0,0,No Failure
9560,L56739,L,299.5,310.9,1496.0,38.5,162.0,0,No Failure
6256,L53435,L,301.0,310.5,1379.0,57.3,204.0,0,No Failure
3717,L50896,L,302.3,311.4,1609.0,32.3,49.0,1,Failure
4346,M19205,M,301.8,309.8,1546.0,39.8,121.0,0,No Failure
7174,L54353,L,300.1,310.1,1684.0,30.8,13.0,1,Heat Dissipation Failure
799,M15658,M,296.9,307.8,1828.0,24.6,91.0,0,No Failure
1794,L48973,L,298.1,307.8,1761.0,28.2,76.0,1,Overstrain Failure
9812,L56991,L,298.2,309.0,1610.0,31.7,155.0,0,No Failure
1792,L48971,L,298.1,307.8,1524.0,40.8,71.0,0,No Failure
9883,L57062,L,298.8,309.8,1895.0,22.0,134.0,0,No Failure
5183,L52362,L,303.9,313.1,1586.0,31.9,108.0,0,No Failure
2528,L49707,L,298.8,308.5,1450.0,50.8,57.0,0,No Failure
4839,H34252,H,303.3,311.8,1649.0,29.4,49.0,0,No Failure
7511,L54690,L,300.5,311.8,1524.0,38.9,214.0,0,No Failure
4762,H34175,H,303.7,311.9,1332.0,52.7,66.0,0,No Failure
4755,M19614,M,303.3,311.5,1384.0,54.8,48.0,0,No Failure
3901,M18760,M,302.1,311.1,1450.0,51.6,86.0,0,No Failure
3693,L50872,L,302.1,311.3,1758.0,24.4,200.0,0,No Failure
8174,H37587,H,299.9,311.4,1497.0,37.0,162.0,0,No Failure
6781,L53960,L,301.3,310.8,1560.0,38.5,52.0,0,No Failure
2909,L50088,L,300.7,309.5,1251.0,59.9,120.0,0,No Failure
1253,L48432,L,297.5,308.8,1533.0,41.5,223.0,0,No Failure
7001,M21860,M,300.6,310.6,1463.0,45.5,196.0,0,No Failure
8539,L55718,L,298.5,309.4,1548.0,37.7,43.0,0,No Failure
9218,L56397,L,297.8,308.8,1421.0,49.6,101.0,0,No Failure
4028,L51207,L,302.0,311.0,1566.0,37.8,218.0,0,No Failure
3612,L50791,L,301.7,310.9,1405.0,46.4,207.0,0,No Failure
9504,M24363,M,299.2,310.3,1551.0,44.8,18.0,0,No Failure
4258,M19117,M,302.6,311.0,1589.0,39.0,122.0,0,No Failure
1912,M16771,M,298.1,307.8,1316.0,57.2,191.0,0,No Failure
1284,L48463,L,298.3,309.4,1356.0,45.4,96.0,0,No Failure
5156,H34569,H,304.2,313.3,1625.0,37.3,27.0,0,No Failure
2229,H31642,H,299.4,308.6,1542.0,41.8,166.0,0,No Failure
605,L47784,L,297.9,309.9,1542.0,33.8,33.0,0,No Failure
5829,L53008,L,301.3,311.1,1504.0,39.1,2.0,0,No Failure
4714,L51893,L,303.5,311.8,1451.0,45.2,173.0,0,No Failure
5231,M20090,M,303.8,313.1,2117.0,18.6,22.0,0,No Failure
6082,L53261,L,300.9,310.7,1517.0,41.7,210.0,0,No Failure
2088,L49267,L,299.5,309.3,1577.0,36.6,14.0,1,Failure
8514,M23373,M,298.2,309.5,1478.0,36.5,182.0,0,No Failure
8119,L55298,L,300.3,311.8,1548.0,33.0,16.0,0,No Failure
490,M15349,M,297.5,309.2,1347.0,55.8,188.0,0,No Failure
8649,M23508,M,297.4,308.4,1478.0,46.2,95.0,0,No Failure
5146,L52325,L,304.5,313.7,1670.0,32.9,7.0,0,No Failure
1976,L49155,L,298.0,307.7,1422.0,45.6,140.0,0,No Failure
4088,L51267,L,301.9,310.4,1376.0,54.9,126.0,0,No Failure
6787,L53966,L,301.2,310.6,1409.0,50.9,66.0,0,No Failure
8111,H37524,H,300.3,311.8,2141.0,18.5,204.0,1,Power Failure
3522,L50701,L,301.9,311.0,1541.0,38.9,193.0,0,No Failure
9048,L56227,L,297.3,308.4,1488.0,37.4,69.0,0,No Failure
2597,L49776,L,299.0,308.7,1426.0,38.6,16.0,1,Tool Wear Failure
930,L48109,L,295.6,306.0,1419.0,51.1,7.0,0,No Failure
8025,L55204,L,300.9,312.0,1493.0,38.7,217.0,0,No Failure
358,L47537,L,297.6,308.4,1517.0,34.2,66.0,0,No Failure
1606,L48785,L,297.8,307.8,1396.0,42.5,23.0,0,No Failure
3797,M18656,M,302.1,310.8,1504.0,37.5,42.0,0,No Failure
7750,L54929,L,300.4,311.6,1674.0,33.0,172.0,1,Heat Dissipation Failure
8778,H38191,H,297.5,308.6,1481.0,38.8,14.0,0,No Failure
7898,L55077,L,300.8,312.5,1434.0,50.7,121.0,0,No Failure
6412,M21271,M,300.4,310.0,1560.0,42.3,186.0,0,No Failure
5077,L52256,L,304.2,313.2,1464.0,44.9,37.0,0,No Failure
1402,H30815,H,298.9,310.2,1532.0,37.7,166.0,0,No Failure
2132,L49311,L,299.4,309.1,1432.0,45.4,137.0,0,No Failure
7770,L54949,L,300.3,311.5,1552.0,38.9,23.0,0,No Failure
7624,L54803,L,300.6,311.7,1734.0,29.9,72.0,0,No Failure
9486,L56665,L,298.9,309.6,1589.0,34.2,197.0,0,No Failure
8067,L55246,L,300.4,311.9,1868.0,21.3,92.0,0,No Failure
6621,M21480,M,301.6,310.7,1791.0,23.8,81.0,0,No Failure
6819,M21678,M,301.0,310.7,1657.0,29.9,148.0,0,No Failure
5627,H35040,H,302.7,312.1,1603.0,32.5,148.0,0,No Failure
7167,M22026,M,300.3,310.2,1429.0,44.7,203.0,1,Failure
9170,L56349,L,297.7,308.8,1896.0,24.5,186.0,0,No Failure
6643,L53822,L,301.6,310.6,1431.0,37.5,137.0,0,No Failure
4655,M19514,M,303.1,311.0,1510.0,47.6,16.0,0,No Failure
6454,L53633,L,300.7,310.2,1807.0,24.2,77.0,0,No Failure
8100,L55279,L,300.2,311.7,1603.0,30.5,176.0,0,No Failure
2965,L50144,L,300.7,309.5,1692.0,30.3,64.0,0,No Failure
6877,L54056,L,300.8,311.2,1430.0,54.4,85.0,1,Power Failure
3775,M18634,M,302.4,311.1,1480.0,45.7,200.0,0,No Failure
9917,M24776,M,298.5,308.8,1553.0,34.9,18.0,0,No Failure
9028,M23887,M,297.4,308.3,1444.0,44.0,18.0,0,No Failure
3987,M18846,M,302.2,311.3,1577.0,29.8,112.0,0,No Failure
1992,M16851,M,298.2,307.8,1583.0,36.6,185.0,1,Failure
3738,L50917,L,302.2,311.1,1351.0,48.6,110.0,0,No Failure
3559,L50738,L,301.7,310.6,1743.0,26.2,71.0,1,Failure
125,L47304,L,298.9,308.7,1727.0,29.4,116.0,0,No Failure
217,L47396,L,298.3,308.6,1499.0,38.3,142.0,0,No Failure
5682,L52861,L,302.2,311.6,1383.0,44.3,72.0,0,No Failure
2442,L49621,L,299.1,308.5,1676.0,31.0,69.0,0,No Failure
8316,H37729,H,298.7,309.8,1422.0,40.7,85.0,0,No Failure
8481,L55660,L,298.4,309.6,1477.0,35.6,101.0,0,No Failure
7629,L54808,L,300.5,311.7,1619.0,32.7,85.0,0,No Failure
2655,L49834,L,299.9,309.5,1567.0,35.5,171.0,0,No Failure
5394,L52573,L,302.8,312.3,1473.0,42.6,232.0,0,No Failure
3012,M17871,M,300.2,309.5,1434.0,51.5,189.0,0,No Failure
8267,L55446,L,299.1,310.6,1818.0,24.1,173.0,0,No Failure
8858,L56037,L,297.7,308.9,1742.0,26.3,24.0,0,No Failure
5289,L52468,L,303.8,313.2,1531.0,39.4,159.0,0,No Failure
383,L47562,L,297.5,308.5,1335.0,48.0,131.0,0,No Failure
8928,M23787,M,297.4,308.4,1789.0,25.0,210.0,0,No Failure
4791,L51970,L,303.8,312.8,1443.0,40.7,145.0,1,Heat Dissipation Failure
8812,L55991,L,297.2,308.5,1574.0,35.8,95.0,0,No Failure
6176,L53355,L,300.9,310.8,1517.0,44.3,4.0,0,No Failure
1284,L48463,L,298.3,309.4,1356.0,45.4,96.0,0,No Failure
3470,M18329,M,301.8,310.7,1429.0,47.9,53.0,0,No Failure
6082,L53261,L,300.9,310.7,1517.0,41.7,210.0,0,No Failure
7542,M22401,M,300.3,311.5,1528.0,40.9,76.0,0,No Failure
5360,M20219,M,303.3,312.6,1397.0,47.1,137.0,0,No Failure
5781,L52960,L,301.7,311.2,1517.0,42.4,113.0,0,No Failure
5515,L52694,L,302.7,312.0,1828.0,24.0,63.0,0,No Failure
8694,M23553,M,297.2,308.5,1584.0,40.0,4.0,0,No Failure
9381,L56560,L,297.4,308.1,1435.0,45.7,110.0,0,No Failure
1540,M16399,M,298.5,309.2,1449.0,46.4,83.0,0,No Failure
